,Player,Team,POS,RUSH_ATT,RUSH_YD,RUSH_TD,REC,REC_YD,REC_TD,FL,PASS_ATT,CMP,PASS_YD,PASS_TD,INTS
251,River Cracraft,SF,WR,0.0,0.0,0.0,0.7,8.5,0.0,0.0,0.0,0.0,0,0.0,0.0
252,Ja'Marcus Bradley,CLE,WR,0.0,0.0,0.0,0.7,8.4,0.0,0.0,0.0,0.0,0,0.0,0.0
253,Dante Pettis,NYG,WR,0.0,0.0,0.0,0.7,8.4,0.0,0.0,0.0,0.0,0,0.0,0.0
254,JoJo Natson,CLE,WR,0.0,0.0,0.0,0.7,8.4,0.0,0.0,0.0,0.0,0,0.0,0.0
255,Laquon Treadwell,JAC,WR,0.0,0.0,0.0,0.8,8.4,0.0,0.0,0.0,0.0,0,0.0,0.0
256,Kevin White,SF,WR,0.0,0.0,0.0,0.7,8.2,0.0,0.0,0.0,0.0,0,0.0,0.0
257,Ashton Dulin,IND,WR,0.0,0.0,0.0,0.7,8.1,0.0,0.0,0.0,0.0,0,0.0,0.0
258,Mack Hollins,MIA,WR,0.0,0.0,0.0,0.8,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0
259,Fred Brown,TEN,WR,0.0,0.0,0.0,0.7,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0
260,Tyrie Cleveland,DEN,WR,0.0,0.0,0.0,0.7,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0
261,Cody Hollister,TEN,WR,0.0,0.0,0.0,0.7,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0
262,Justin Hardy,CHI,WR,0.0,0.0,0.0,0.7,7.9,0.0,0.0,0.0,0.0,0,0.0,0.0
263,Jordan Matthews,SF,WR,0.0,0.0,0.0,0.7,7.9,0.0,0.0,0.0,0.0,0,0.0,0.0
264,Keith Kirkwood,CAR,WR,0.0,0.0,0.0,0.7,7.6,0.0,0.0,0.0,0.0,0,0.0,0.0
265,Ryan Switzer,CLE,WR,0.0,0.0,0.0,0.8,7.1,0.0,0.0,0.0,0.0,0,0.0,0.0
266,0,0,WR,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
267,0,0,WR,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
1,Josh Allen,BUF,QB,110.8,519.7,7.6,0.0,0,0.0,5.1,605.4,400.4,"4,575.4",33.9,13.3
2,Patrick Mahomes II,KC,QB,55.2,267.2,2.9,0.0,0,0.0,2.5,631.9,419.9,"5,039.2",38.5,8.9
3,Kyler Murray,ARI,QB,125.7,698.2,7.7,0.0,0,0.0,3.7,588.8,389.9,"4,199.9",26.7,12.9
4,Lamar Jackson,BAL,QB,152.9,920.6,6.7,0.0,0,0.0,4.0,462.1,296.3,"3,383.1",28.6,12.2
5,Dak Prescott,DAL,QB,63.5,296.7,4.0,0.0,0,0.0,4.2,622.2,415.6,"4,841.6",31.0,11.1
6,Aaron Rodgers,GB,QB,41.0,174.0,1.9,0.0,0,0.0,3.1,572.8,386.2,"4,455.4",36.8,7.2
7,Russell Wilson,SEA,QB,82.8,447.1,2.1,0.0,0,0.0,3.5,570.1,380.2,"4,244.5",34.4,12.3
8,Justin Herbert,LAC,QB,61.5,273.6,4.3,0.0,0,0.0,2.6,617.6,402.0,"4,610.7",31.0,12.0
9,Tom Brady,TB,QB,24.4,31.7,2.0,0.0,0,0.0,2.2,621.4,404.8,"4,700.7",36.7,11.9
10,Jalen Hurts,PHI,QB,136.1,702.2,5.8,0.0,0,0.0,4.8,536.8,328.2,"3,706.8",22.5,14.4
11,Ryan Tannehill,TEN,QB,51.3,227.7,3.5,0.0,0,0.0,2.9,531.1,351.5,"4,153.6",30.5,10.5
12,Joe Burrow,CIN,QB,54.3,228.2,3.0,0.0,0,0.0,4.2,611.4,399.8,"4,310.1",26.4,11.7
13,Matthew Stafford,LAR,QB,33.3,126.3,0.7,0.0,0,0.0,3.2,613.3,406.0,"4,569.9",28.7,11.5
14,Trevor Lawrence,JAC,QB,66.8,342.4,2.3,0.0,0,0.0,5.2,591.7,378.9,"4,148.3",24.6,13.3
15,Kirk Cousins,MIN,QB,35.3,114.3,1.1,0.0,0,0.0,4.1,542.7,364.8,"4,280.6",30.0,13.3
16,Matt Ryan,ATL,QB,33.2,119.3,1.4,0.0,0,0.0,4.3,614.2,401.6,"4,517.2",26.7,13.0
17,Derek Carr,LV,QB,31.5,110.5,1.8,0.0,0,0.0,5.3,564.9,374.2,"4,308.5",26.6,10.9
18,Tua Tagovailoa,MIA,QB,54.3,205.7,2.7,0.0,0,0.0,1.7,574.3,374.2,"3,948.5",25.9,13.5
19,Baker Mayfield,CLE,QB,44.1,168.1,1.8,0.0,0,0.0,3.3,537.0,342.9,"3,943.8",27.9,11.4
20,Ben Roethlisberger,PIT,QB,20.8,44.8,0.5,0.0,0,0.0,2.2,619.7,401.9,"4,188.4",29.6,14.3
21,Daniel Jones,NYG,QB,70.3,403.5,2.6,0.0,0,0.0,8.5,547.1,342.4,"3,755.4",22.8,13.6
22,Sam Darnold,CAR,QB,50.3,219.8,3.3,0.0,0,0.0,3.9,555.3,350.2,"3,917.6",22.2,14.7
23,Zach Wilson,NYJ,QB,64.5,306.4,2.3,0.0,0,0.0,5.5,554.2,347.6,"3,917.1",21.5,14.9
24,Ryan Fitzpatrick,WAS,QB,47.3,230.7,3.0,0.0,0,0.0,2.3,541.9,358.7,"3,848.4",21.9,16.4
25,Jared Goff,DET,QB,39.4,87.9,1.7,0.0,0,0.0,4.1,578.8,370.8,"4,151.6",22.7,14.9
26,Deshaun Watson,HOU,QB,59.9,282.0,2.9,0.0,0,0.0,3.0,380.6,258.9,"3,088.5",18.0,8.0
27,Carson Wentz,IND,QB,51.2,224.9,2.6,0.0,0,0.0,4.8,456.7,285.1,"3,140.7",21.1,11.5
28,Justin Fields,CHI,QB,61.1,307.6,2.5,0.0,0,0.0,4.5,391.9,250.4,"2,653.3",16.7,9.9
29,Cam Newton,NE,QB,81.7,354.6,5.7,0.0,0,0.0,1.8,304.5,200.8,"2,216.8",12.9,9.1
30,Jameis Winston,NO,QB,38.1,161.8,0.9,0.0,0,0.0,3.9,383.0,248.1,"2,803.5",19.1,12.7
31,Trey Lance,SF,QB,57.9,296.7,2.7,0.0,0,0.0,4.0,300.7,196.0,"2,280.3",14.7,8.3
32,Teddy Bridgewater,DEN,QB,31.7,135.9,1.7,0.0,0,0.0,1.7,291.3,185.4,"2,096.5",12.7,9.1
33,Taysom Hill,NO,QB,75.6,397.7,4.5,0.0,0,0.0,3.4,183.4,122.4,"1,286.7",7.5,4.9
34,Jimmy Garoppolo,SF,QB,15.5,39.1,0.5,0.0,0,0.0,1.2,274.1,185.9,"2,168.0",13.0,7.1
35,Drew Lock,DEN,QB,28.2,111.7,1.0,0.0,0,0.0,2.4,263.4,155.5,"1,785.2",10.9,7.6
36,Tyrod Taylor,HOU,QB,26.7,124.4,1.0,0.0,0,0.0,1.1,243.6,149.5,"1,692.8",9.2,4.8
37,Mac Jones,NE,QB,18.6,68.8,0.9,0.0,0,0.0,1.2,217.8,137.0,"1,539.7",9.1,6.2
38,Andy Dalton,CHI,QB,13.1,44.0,0.5,0.0,0,0.0,0.8,209.5,133.7,"1,440.4",8.4,5.0
39,Davis Mills,HOU,QB,8.2,34.4,0.4,0.0,0,0.0,0.8,122.0,76.6,886.0,4.7,3.1
40,Jacob Eason,IND,QB,9.6,37.5,0.2,0.0,0,0.0,0.7,132.3,77.1,838.7,5.4,3.4
41,Taylor Heinicke,WAS,QB,5.7,22.7,0.1,0.0,0,0.0,0.2,65.8,41.2,464.4,2.9,0.6
42,James Morgan,NYJ,QB,1.9,8.3,0.1,0.0,0,0.0,0.3,47.2,28.7,328.8,1.7,1.3
43,Kyle Trask,TB,QB,1.3,5.1,0.0,0.0,0,0.0,0.2,34.6,21.3,246.9,1.8,0.7
44,Mason Rudolph,PIT,QB,2.8,9.3,0.1,0.0,0,0.0,0.2,35.8,22.2,244.5,1.5,0.9
45,Jacoby Brissett,MIA,QB,4.3,14.1,0.2,0.0,0,0.0,0.3,32.0,20.1,227.3,1.1,0.5
46,Phillip Walker,CAR,QB,2.0,6.1,0.1,0.0,0,0.0,0.5,39.5,25.0,286.5,1.0,1.0
47,Tim Boyle,DET,QB,2.7,3.3,0.0,0.0,0,0.0,0.0,26.3,16.3,181.3,1.0,0.3
48,Kellen Mond,MIN,QB,1.7,7.8,0.1,0.0,0,0.0,0.1,20.9,13.2,152.5,1.1,0.4
49,Joe Flacco,PHI,QB,2.4,9.8,0.1,0.0,0,0.0,0.7,30.5,19.1,203.4,1.0,0.8
50,Gardner Minshew II,JAC,QB,2.4,11.9,0.0,0.0,0,0.0,0.6,22.9,15.1,159.9,1.1,0.5
51,Marcus Mariota,LV,QB,3.4,17.8,0.0,0.0,0,0.0,0.1,21.4,13.3,151.9,0.8,0.7
52,Mitchell Trubisky,BUF,QB,3.6,15.2,0.1,0.0,0,0.0,0.1,18.3,12.1,134.7,0.9,0.7
53,Chad Henne,KC,QB,1.3,5.8,0.0,0.0,0,0.0,0.1,21.3,13.3,152.3,0.7,0.2
54,Trace McSorley,BAL,QB,3.3,14.4,0.1,0.0,0,0.0,0.1,18.0,11.1,124.8,0.7,0.5
55,John Wolford,LAR,QB,1.8,9.1,0.0,0.0,0,0.0,0.1,21.9,13.7,150.8,0.6,0.4
56,Garrett Gilbert,DAL,QB,1.5,6.2,0.0,0.0,0,0.0,0.1,20.2,12.6,142.7,0.6,0.4
57,Geno Smith,SEA,QB,1.3,2.5,0.0,0.0,0,0.0,0.2,17.4,11.0,121.8,0.9,0.3
58,Brandon Allen,CIN,QB,1.3,5.1,0.0,0.0,0,0.0,0.1,20.9,13.2,144.0,0.6,0.5
59,Jordan Love,GB,QB,0.7,3.1,0.0,0.0,0,0.0,0.1,15.6,9.6,108.1,0.9,0.3
60,Chase Daniel,LAC,QB,1.5,5.8,0.0,0.0,0,0.0,0.1,18.5,11.6,131.8,0.6,0.5
61,Ian Book,NO,QB,1.0,4.0,0.0,0.0,0,0.0,0.0,17.0,12.0,120.0,1.0,1.0
62,David Blough,DET,QB,1.7,6.6,0.0,0.0,0,0.0,0.1,18.6,11.3,125.1,0.7,0.6
63,Jake Dolegala,NE,QB,1.0,5.0,0.0,0.0,0,0.0,0.0,16.0,11.0,114.0,1.0,1.0
64,Chris Streveler,ARI,QB,1.6,6.7,0.1,0.0,0,0.0,0.2,15.9,9.4,106.2,0.6,0.5
65,Tyler Huntley,BAL,QB,3.0,16.0,0.0,0.0,0,0.0,0.0,9.5,6.0,67.5,0.5,0.0
66,Blaine Gabbert,TB,QB,1.3,5.3,0.0,0.0,0,0.0,0.0,15.7,9.7,110.0,0.3,0.0
67,AJ McCarron,ATL,QB,0.5,2.2,0.0,0.0,0,0.0,0.2,15.5,9.8,111.0,0.6,0.4
68,Mike Glennon,NYG,QB,1.2,5.6,0.0,0.0,0,0.0,0.6,18.6,11.7,125.2,0.6,0.4
69,Colt McCoy,ARI,QB,1.5,8.0,0.0,0.0,0,0.0,0.0,12.0,8.0,84.5,0.5,0.5
70,DeShone Kizer,TEN,QB,0.5,1.6,0.0,0.0,0,0.0,0.2,12.9,7.7,83.6,0.7,0.4
71,Dwayne Haskins,PIT,QB,1.5,5.0,0.0,0.0,0,0.0,0.0,13.5,8.5,84.0,0.5,0.5
72,Logan Woodside,TEN,QB,2.5,6.5,0.0,0.0,0,0.0,0.0,6.0,4.0,46.5,0.5,0.0
73,Case Keenum,CLE,QB,0.9,3.6,0.0,0.0,0,0.0,0.6,13.0,8.1,92.5,0.6,0.4
74,Jarrett Stidham,NE,QB,1.5,3.0,0.0,0.0,0,0.0,0.0,7.0,4.5,49.0,0.5,0.0
75,Nick Mullens,PHI,QB,2.0,4.0,0.0,0.0,0,0.0,1.0,12.0,6.5,70.5,0.5,0.5
76,Brett Hundley,IND,QB,1.0,4.0,0.0,0.0,0,0.0,0.0,4.5,2.5,28.0,0.0,0.0
77,Trevor Siemian,NO,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Kyle Lauletta,CLE,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Ben DiNucci,DAL,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nate Sudfeld,SF,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Kyle Allen,WAS,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Will Grier,CAR,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Nathan Peterman,LV,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Joshua Dobbs,PIT,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Brett Rypien,DEN,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,C.J. Beathard,JAC,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Easton Stick,LAC,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Nick Foles,CHI,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Ryan Griffin,TB,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Cooper Rush,DAL,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Devlin Hodges,LAR,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Sean Mannion,SEA,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Josh Rosen,SF,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Jake Luton,JAC,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0,0,QB,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
96,0,0,QB,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
1,Travis Kelce,KC,TE,0.0,0,0.0,112.3,"1,400.5",10.1,0.8,0.0,0.0,0,0.0,0.0
2,George Kittle,SF,TE,0.0,0,0.0,96.3,"1,206.0",6.5,0.7,0.0,0.0,0,0.0,0.0
3,Darren Waller,LV,TE,0.0,0,0.0,100.3,"1,145.2",7.1,0.9,0.0,0.0,0,0.0,0.0
4,Mark Andrews,BAL,TE,0.0,0,0.0,69.8,849.8,8.1,0.9,0.0,0.0,0,0.0,0.0
5,Kyle Pitts,ATL,TE,0.0,0,0.0,69.0,832.8,6.4,1.2,0.0,0.0,0,0.0,0.0
6,T.J. Hockenson,DET,TE,0.0,0,0.0,75.3,834.7,5.2,0.8,0.0,0.0,0,0.0,0.0
7,Dallas Goedert,PHI,TE,0.0,0,0.0,63.9,704.0,5.1,0.7,0.0,0.0,0,0.0,0.0
8,Tyler Higbee,LAR,TE,0.0,0,0.0,59.9,668.3,5.3,0.6,0.0,0.0,0,0.0,0.0
9,Robert Tonyan,GB,TE,0.0,0,0.0,54.1,592.7,6.3,0.1,0.0,0.0,0,0.0,0.0
10,Noah Fant,DEN,TE,0.0,0,0.0,62.1,692.3,4.4,0.6,0.0,0.0,0,0.0,0.0
11,Logan Thomas,WAS,TE,0.0,0,0.0,62.9,647.2,4.9,0.6,0.0,0.0,0,0.0,0.0
12,Mike Gesicki,MIA,TE,0.0,0,0.0,55.4,619.6,5.3,0.7,0.0,0.0,0,0.0,0.0
13,Irv Smith Jr.,MIN,TE,0.0,0,0.0,52.0,575.9,5.5,0.7,0.0,0.0,0,0.0,0.0
14,Rob Gronkowski,TB,TE,0.0,0,0.0,42.2,549.2,5.5,0.2,0.0,0.0,0,0.0,0.0
15,Jared Cook,LAC,TE,0.0,0,0.0,45.9,575.2,5.1,0.6,0.0,0.0,0,0.0,0.0
16,Eric Ebron,PIT,TE,0.0,0,0.0,58.1,573.3,4.5,0.7,0.0,0.0,0,0.0,0.0
17,Hunter Henry,NE,TE,0.0,0,0.0,53.7,583.4,4.2,0.6,0.0,0.0,0,0.0,0.0
18,Jonnu Smith,NE,TE,0.0,0,0.0,53.5,562.1,4.4,0.7,0.0,0.0,0,0.0,0.0
19,Blake Jarwin,DAL,TE,0.0,0,0.0,50.3,567.1,4.1,0.7,0.0,0.0,0,0.0,0.0
20,Adam Trautman,NO,TE,0.0,0,0.0,51.0,558.0,4.1,0.7,0.0,0.0,0,0.0,0.0
21,Evan Engram,NYG,TE,0.0,0,0.0,57.5,582.8,3.6,0.7,0.0,0.0,0,0.0,0.0
22,Austin Hooper,CLE,TE,0.0,0,0.0,49.5,496.8,4.5,0.6,0.0,0.0,0,0.0,0.0
23,Anthony Firkser,TEN,TE,0.0,0,0.0,48.4,519.3,3.8,0.1,0.0,0.0,0,0.0,0.0
24,Cole Kmet,CHI,TE,0.0,0,0.0,48.2,479.4,3.7,1.2,0.0,0.0,0,0.0,0.0
25,Zach Ertz,PHI,TE,0.0,0,0.0,46.5,473.6,3.3,0.6,0.0,0.0,0,0.0,0.0
26,Gerald Everett,SEA,TE,0.0,0,0.0,42.0,432.5,3.9,0.6,0.0,0.0,0,0.0,0.0
27,Jordan Akins,HOU,TE,0.0,0,0.0,44.1,467.6,2.8,0.1,0.0,0.0,0,0.0,0.0
28,Dawson Knox,BUF,TE,0.0,0,0.0,33.4,384.3,3.5,0.6,0.0,0.0,0,0.0,0.0
29,Hayden Hurst,ATL,TE,0.0,0,0.0,38.5,405.2,2.9,0.1,0.0,0.0,0,0.0,0.0
30,C.J. Uzomah,CIN,TE,0.0,0,0.0,36.8,357.5,3.2,0.1,0.0,0.0,0,0.0,0.0
31,Chris Herndon IV,NYJ,TE,0.0,0,0.0,39.2,394.3,3.0,1.6,0.0,0.0,0,0.0,0.0
32,Jack Doyle,IND,TE,0.0,0,0.0,34.2,353.8,3.2,0.2,0.0,0.0,0,0.0,0.0
33,Mo Alie-Cox,IND,TE,0.0,0,0.0,33.2,360.3,2.6,0.6,0.0,0.0,0,0.0,0.0
34,Will Dissly,SEA,TE,0.0,0,0.0,30.3,317.5,3.0,0.1,0.0,0.0,0,0.0,0.0
35,Donald Parham Jr.,LAC,TE,0.0,0,0.0,28.0,339.9,2.5,0.1,0.0,0.0,0,0.0,0.0
36,O.J. Howard,TB,TE,0.0,0,0.0,26.7,339.2,2.4,0.7,0.0,0.0,0,0.0,0.0
37,Dan Arnold,CAR,TE,0.0,0,0.0,27.5,345.0,2.3,0.7,0.0,0.0,0,0.0,0.0
38,David Njoku,CLE,TE,0.0,0,0.0,24.0,259.0,2.6,0.0,0.0,0.0,0,0.0,0.0
39,Tyler Conklin,MIN,TE,0.0,0,0.0,26.2,275.3,2.1,0.1,0.0,0.0,0,0.0,0.0
40,Jacob Hollister,BUF,TE,0.0,0,0.0,29.1,263.8,2.3,0.6,0.0,0.0,0,0.0,0.0
41,Jimmy Graham,CHI,TE,0.0,0,0.0,22.8,238.1,2.6,0.1,0.0,0.0,0,0.0,0.0
42,Dalton Schultz,DAL,TE,0.0,0,0.0,23.4,243.1,2.0,0.1,0.0,0.0,0,0.0,0.0
43,Maxx Williams,ARI,TE,0.0,0,0.0,21.4,236.8,2.0,0.1,0.0,0.0,0,0.0,0.0
44,Nick Boyle,BAL,TE,0.0,0,0.0,23.2,216.9,2.1,0.0,0.0,0.0,0,0.0,0.0
45,Geoff Swaim,TEN,TE,0.0,0,0.0,23.2,216.1,1.8,0.1,0.0,0.0,0,0.0,0.0
46,Kyle Rudolph,NYG,TE,0.0,0,0.0,23.1,212.3,1.8,0.1,0.0,0.0,0,0.0,0.0
47,Cameron Brate,TB,TE,0.0,0,0.0,22.0,206.1,1.8,0.0,0.0,0.0,0,0.0,0.0
48,Drew Sample,CIN,TE,0.0,0,0.0,24.5,231.5,1.4,0.6,0.0,0.0,0,0.0,0.0
49,James O'Shaughnessy,JAC,TE,0.0,0,0.0,24.2,239.1,1.0,0.1,0.0,0.0,0,0.0,0.0
50,Harrison Bryant,CLE,TE,0.0,0,0.0,19.1,206.0,1.8,1.1,0.0,0.0,0,0.0,0.0
51,Darren Fells,DET,TE,0.0,0,0.0,18.2,188.3,1.6,0.0,0.0,0.0,0,0.0,0.0
52,Foster Moreau,LV,TE,0.0,0,0.0,13.9,152.2,2.1,0.1,0.0,0.0,0,0.0,0.0
53,Albert Okwuegbunam,DEN,TE,0.0,0,0.0,16.6,174.1,1.4,0.1,0.0,0.0,0,0.0,0.0
54,Adam Shaheen,MIA,TE,0.0,0,0.0,16.3,164.1,1.9,1.0,0.0,0.0,0,0.0,0.0
55,Ryan Izzo,HOU,TE,0.0,0,0.0,12.9,213.0,1.0,1.0,0.0,0.0,0,0.0,0.0
56,Tyler Kroft,NYJ,TE,0.0,0,0.0,14.7,149.2,1.7,0.1,0.0,0.0,0,0.0,0.0
57,Pat Freiermuth,PIT,TE,0.0,0,0.0,19.8,178.9,1.3,0.5,0.0,0.0,0,0.0,0.0
58,Hunter Long,MIA,TE,0.0,0,0.0,18.6,175.7,1.3,0.5,0.0,0.0,0,0.0,0.0
59,Ian Thomas,CAR,TE,0.0,0,0.0,18.0,159.3,1.3,0.0,0.0,0.0,0,0.0,0.0
60,Pharaoh Brown,HOU,TE,0.0,0,0.0,15.0,162.6,1.2,0.1,0.0,0.0,0,0.0,0.0
61,Chris Manhertz,JAC,TE,0.0,0,0.0,16.0,158.6,1.0,0.0,0.0,0.0,0,0.0,0.0
62,Jacob Harris,LAR,TE,0.0,0,0.0,12.7,158.4,0.9,0.0,0.0,0.0,0,0.0,0.0
63,Noah Gray,KC,TE,0.0,0,0.0,14.4,146.8,1.1,0.5,0.0,0.0,0,0.0,0.0
64,Matt Sokol,LAC,TE,0.0,0,0.0,13.0,140.0,1.0,0.0,0.0,0.0,0,0.0,0.0
65,Reggie Gilliam,BUF,TE,0.0,0,0.0,11.0,77.0,2.0,0.0,0.0,0.0,0,0.0,0.0
66,Marcedes Lewis,GB,TE,0.0,0,0.0,10.9,115.1,1.3,0.0,0.0,0.0,0,0.0,0.0
67,Darrell Daniels,ARI,TE,0.0,0,0.0,12.8,136.3,1.0,0.1,0.0,0.0,0,0.0,0.0
68,Brevin Jordan,HOU,TE,0.0,0,0.0,12.8,131.5,1.2,0.5,0.0,0.0,0,0.0,0.0
69,Kyle Markway,LAR,TE,0.0,0,0.0,13.0,130.0,1.0,0.0,0.0,0.0,0,0.0,0.0
70,Nick Vannett,NO,TE,0.0,0,0.0,11.9,127.6,1.0,0.1,0.0,0.0,0,0.0,0.0
71,Kahale Warring,HOU,TE,0.0,0,0.0,13.0,133.4,0.8,0.0,0.0,0.0,0,0.0,0.0
72,Thaddeus Moss,CIN,TE,0.0,0,0.0,13.0,121.0,1.0,0.0,0.0,0.0,0,0.0,0.0
73,Ryan Griffin,NYJ,TE,0.0,0,0.0,11.2,106.5,1.2,0.0,0.0,0.0,0,0.0,0.0
74,Hunter Bryant,DET,TE,0.0,0,0.0,10.4,122.8,0.8,0.0,0.0,0.0,0,0.0,0.0
75,Ross Dwelley,SF,TE,0.0,0,0.0,11.4,120.1,0.9,0.0,0.0,0.0,0,0.0,0.0
76,Devin Asiasi,NE,TE,0.0,0,0.0,10.4,117.1,1.1,0.5,0.0,0.0,0,0.0,0.0
77,Jace Sternberger,GB,TE,0.0,0,0.0,10.8,101.5,1.2,0.0,0.0,0.0,0,0.0,0.0
78,Brycen Hopkins,LAR,TE,0.0,0,0.0,12.5,127.9,0.7,0.1,0.0,0.0,0,0.0,0.0
79,Durham Smythe,MIA,TE,0.0,0,0.0,13.1,108.0,1.0,0.0,0.0,0.0,0,0.0,0.0
80,Derek Carrier,LV,TE,0.0,0,0.0,10.0,92.0,1.2,0.0,0.0,0.0,0,0.0,0.0
81,Luke Farrell,JAC,TE,0.0,0,0.0,13.9,130.3,0.7,0.5,0.0,0.0,0,0.0,0.0
82,Stephen Carlson,CLE,TE,0.0,0,0.0,8.1,87.8,1.1,0.0,0.0,0.0,0,0.0,0.0
83,John Bates,WAS,TE,0.0,0,0.0,12.4,118.7,0.8,0.5,0.0,0.0,0,0.0,0.0
84,Jordan Thomas,IND,TE,0.0,0,0.0,8.3,74.5,1.2,0.0,0.0,0.0,0,0.0,0.0
85,Blake Bell,KC,TE,0.0,0,0.0,10.0,95.3,0.7,0.0,0.0,0.0,0,0.0,0.0
86,Tre' McKitty,LAC,TE,0.0,0,0.0,7.7,81.6,0.4,0.0,0.0,0.0,0,0.0,0.0
87,Tommy Sweeney,BUF,TE,0.0,0,0.0,6.0,75.5,0.5,0.0,0.0,0.0,0,0.0,0.0
88,J.P. Holtz,CHI,TE,0.0,0,0.0,5.9,73.2,0.5,0.0,0.0,0.0,0,0.0,0.0
89,Tommy Tremble,CAR,TE,0.0,0,0.0,8.6,85.4,0.4,0.5,0.0,0.0,0,0.0,0.0
90,Noah Togiai,IND,TE,0.0,0,0.0,6.6,66.8,0.5,0.0,0.0,0.0,0,0.0,0.0
91,Evan Baylis,KC,TE,0.0,0,0.0,6.5,67.5,0.5,0.0,0.0,0.0,0,0.0,0.0
92,Daniel Brown,NYJ,TE,0.0,0,0.0,5.4,63.7,0.5,0.0,0.0,0.0,0,0.0,0.0
93,Richard Rodgers,PHI,TE,0.0,0,0.0,5.0,65.7,0.5,0.0,0.0,0.0,0,0.0,0.0
94,Jeremy Sprinkle,DAL,TE,0.0,0,0.0,6.1,62.6,0.5,0.0,0.0,0.0,0,0.0,0.0
95,Charlie Woerner,SF,TE,0.0,0,0.0,5.4,63.9,0.4,0.0,0.0,0.0,0,0.0,0.0
96,Stephen Anderson,LAC,TE,0.0,0,0.0,5.3,65.6,0.4,0.0,0.0,0.0,0,0.0,0.0
97,Johnny Mundt,LAR,TE,0.0,0,0.0,5.3,57.0,0.5,0.0,0.0,0.0,0,0.0,0.0
98,Antony Auclair,HOU,TE,0.0,0,0.0,4.9,54.6,0.5,0.0,0.0,0.0,0,0.0,0.0
99,Zach Gentry,PIT,TE,0.0,0,0.0,6.2,55.2,0.5,0.0,0.0,0.0,0,0.0,0.0
100,Colby Parkinson,SEA,TE,0.0,0,0.0,4.9,51.4,0.5,0.0,0.0,0.0,0,0.0,0.0
101,Jaeden Graham,ATL,TE,0.0,0,0.0,4.7,60.0,0.3,0.0,0.0,0.0,0,0.0,0.0
102,Levine Toilolo,NYG,TE,0.0,0,0.0,5.4,46.2,0.5,0.0,0.0,0.0,0,0.0,0.0
103,Eric Saubert,DEN,TE,0.0,0,0.0,4.9,46.8,0.4,0.0,0.0,0.0,0,0.0,0.0
104,Josiah Deguara,GB,TE,0.0,0,0.0,4.4,47.3,0.4,0.1,0.0,0.0,0,0.0,0.0
105,Josh Oliver,BAL,TE,0.0,0,0.0,4.0,41.6,0.4,0.0,0.0,0.0,0,0.0,0.0
106,Kylen Granson,IND,TE,0.0,0,0.0,5.2,56.1,0.1,0.0,0.0,0.0,0,0.0,0.0
107,Ross Travis,ARI,TE,0.0,0,0.0,3.9,42.3,0.4,0.0,0.0,0.0,0,0.0,0.0
108,Ben Ellefson,JAC,TE,0.0,0,0.0,4.1,41.8,0.3,0.0,0.0,0.0,0,0.0,0.0
109,Nick Keizer,KC,TE,0.0,0,0.0,4.2,44.5,0.2,0.0,0.0,0.0,0,0.0,0.0
